ticker,date,target
DDOG,2023-07-10,1
CRM,2023-07-10,1
DXCM,2023-07-10,1
GOOGL,2023-07-10,1
ENPH,2023-07-10,0
AAPL,2023-07-10,0
TGT,2023-07-10,1
SHOP,2023-07-10,1
MDB,2023-07-10,0
JPM,2023-07-10,1
INTC,2023-07-10,1
COST,2023-07-10,1
RIVN,2023-07-10,0
NET,2023-07-10,1
EBAY,2023-07-10,1
ABNB,2023-07-10,1
SNOW,2023-07-10,1
PYPL,2023-07-10,1
WFC,2023-07-10,1
QCOM,2023-07-10,0
BAC,2023-07-10,1
QCOM,2023-07-11,1
PYPL,2023-07-11,0
MS,2023-07-11,1
HOOD,2023-07-11,1
COIN,2023-07-11,0
CRM,2023-07-11,1
MU,2023-07-11,1
WMT,2023-07-11,1
DXCM,2023-07-11,1
ENPH,2023-07-11,1
BAC,2023-07-11,1
TGT,2023-07-11,0
EBAY,2023-07-11,0
WFC,2023-07-11,1
SNOW,2023-07-11,0
AMD,2023-07-11,1
AVGO,2023-07-11,1
V,2023-07-11,1
ABNB,2023-07-11,0
GS,2023-07-11,1
RIVN,2023-07-11,1
COST,2023-07-11,1
DDOG,2023-07-11,1
JPM,2023-07-11,1
BLK,2023-07-11,1
NOW,2023-07-11,0
AMZN,2023-07-11,1
AAPL,2023-07-11,1
MSFT,2023-07-11,1
AMAT,2023-07-11,1
MDB,2023-07-11,0
UNH,2023-07-11,0
NET,2023-07-11,0
SHOP,2023-07-11,1
TSLA,2023-07-11,1
INTC,2023-07-11,1
PLTR,2023-07-11,1
ISRG,2023-07-11,1
NVDA,2023-07-11,1
META,2023-07-11,1
MA,2023-07-11,1
FSLR,2023-07-11,1
NFLX,2023-07-11,1
GOOGL,2023-07-11,1
UNH,2023-07-12,0
AMD,2023-07-12,1
MU,2023-07-12,1
TGT,2023-07-12,0
RIVN,2023-07-12,0
ABNB,2023-07-12,1
AVGO,2023-07-12,1
QCOM,2023-07-12,1
DXCM,2023-07-12,1
CRM,2023-07-12,1
BLK,2023-07-12,1
NVDA,2023-07-12,1
ISRG,2023-07-12,0
NET,2023-07-12,1
MDB,2023-07-12,1
AAPL,2023-07-12,1
INTC,2023-07-12,0
NOW,2023-07-12,1
MSFT,2023-07-12,1
V,2023-07-12,1
AMZN,2023-07-12,1
WFC,2023-07-12,1
JPM,2023-07-12,1
META,2023-07-12,1
BAC,2023-07-12,1
GOOGL,2023-07-12,1
AMAT,2023-07-12,1
WMT,2023-07-12,0
MS,2023-07-12,1
NFLX,2023-07-12,1
PYPL,2023-07-12,1
ENPH,2023-07-12,0
COIN,2023-07-12,1
DDOG,2023-07-12,1
GS,2023-07-12,1
HOOD,2023-07-12,1
SHOP,2023-07-12,1
COST,2023-07-12,1
MA,2023-07-12,0
PLTR,2023-07-12,1
FSLR,2023-07-12,1
TSLA,2023-07-12,1
EBAY,2023-07-12,0
SNOW,2023-07-12,1
ENPH,2023-07-13,0
NVDA,2023-07-13,0
TGT,2023-07-13,0
NFLX,2023-07-13,0
FSLR,2023-07-13,0
BAC,2023-07-13,0
ABNB,2023-07-13,1
WFC,2023-07-13,0
MU,2023-07-13,0
INTC,2023-07-13,0
AMD,2023-07-13,1
SNOW,2023-07-13,0
COST,2023-07-13,1
AAPL,2023-07-13,1
GOOGL,2023-07-13,1
MA,2023-07-13,1
RIVN,2023-07-13,0
V,2023-07-13,0
META,2023-07-13,0
AMAT,2023-07-13,1
EBAY,2023-07-13,1
MS,2023-07-13,0
PLTR,2023-07-13,0
BLK,2023-07-13,0
SHOP,2023-07-13,0
NET,2023-07-13,0
PYPL,2023-07-13,0
ISRG,2023-07-13,1
GS,2023-07-13,0
DXCM,2023-07-13,1
NOW,2023-07-13,1
UNH,2023-07-13,1
HOOD,2023-07-13,0
COIN,2023-07-13,0
CRM,2023-07-13,0
DDOG,2023-07-13,0
JPM,2023-07-13,1
MDB,2023-07-13,0
QCOM,2023-07-13,0
AMZN,2023-07-13,1
WMT,2023-07-13,1
TSLA,2023-07-13,1
MSFT,2023-07-13,1
AVGO,2023-07-13,0
INTC,2023-07-14,1
ISRG,2023-07-14,0
HOOD,2023-07-14,1
GS,2023-07-14,1
AVGO,2023-07-14,1
AMZN,2023-07-14,0
ENPH,2023-07-14,1
MDB,2023-07-14,1
MS,2023-07-14,1
BLK,2023-07-14,0
SHOP,2023-07-14,1
NET,2023-07-14,1
PYPL,2023-07-14,1
DXCM,2023-07-14,1
NOW,2023-07-14,1
COIN,2023-07-14,1
GOOGL,2023-07-14,0
CRM,2023-07-14,0
QCOM,2023-07-14,1
TSLA,2023-07-14,1
AMAT,2023-07-14,1
TGT,2023-07-14,0
WFC,2023-07-14,1
COST,2023-07-14,1
SNOW,2023-07-14,1
AAPL,2023-07-14,1
DDOG,2023-07-14,1
FSLR,2023-07-14,1
WMT,2023-07-14,1
UNH,2023-07-14,1
AMD,2023-07-14,1
MA,2023-07-14,0
JPM,2023-07-14,1
BAC,2023-07-14,1
MSFT,2023-07-14,1
NFLX,2023-07-14,1
MU,2023-07-14,1
RIVN,2023-07-14,0
PLTR,2023-07-14,1
META,2023-07-14,1
EBAY,2023-07-14,1
V,2023-07-14,1
ABNB,2023-07-14,1
NVDA,2023-07-14,1
DDOG,2023-07-17,1
AMZN,2023-07-17,0
NET,2023-07-17,1
MDB,2023-07-17,1
V,2023-07-17,0
ENPH,2023-07-17,0
MSFT,2023-07-17,1
NVDA,2023-07-17,1
AMAT,2023-07-17,0
WFC,2023-07-17,1
NOW,2023-07-17,1
SNOW,2023-07-17,1
META,2023-07-17,1
QCOM,2023-07-17,0
AAPL,2023-07-17,0
COST,2023-07-17,1
TSLA,2023-07-17,1
ABNB,2023-07-17,1
RIVN,2023-07-17,1
TGT,2023-07-17,1
JPM,2023-07-17,1
AMD,2023-07-17,0
CRM,2023-07-17,0
ISRG,2023-07-17,1
FSLR,2023-07-17,0
EBAY,2023-07-17,1
MS,2023-07-17,1
PLTR,2023-07-17,1
GS,2023-07-17,1
BLK,2023-07-17,1
SHOP,2023-07-17,0
HOOD,2023-07-17,1
UNH,2023-07-17,1
GOOGL,2023-07-17,0
COIN,2023-07-17,0
NFLX,2023-07-17,1
MA,2023-07-17,0
BAC,2023-07-17,1
WMT,2023-07-17,0
AVGO,2023-07-17,0
MU,2023-07-17,0
INTC,2023-07-17,1
PYPL,2023-07-17,1
DXCM,2023-07-17,1
JPM,2023-07-18,1
CRM,2023-07-18,1
MSFT,2023-07-18,0
MS,2023-07-18,1
EBAY,2023-07-18,1
TGT,2023-07-18,1
MA,2023-07-18,1
UNH,2023-07-18,1
META,2023-07-18,1
BLK,2023-07-18,1
COST,2023-07-18,1
SHOP,2023-07-18,1
QCOM,2023-07-18,1
NET,2023-07-18,0
BAC,2023-07-18,1
DXCM,2023-07-18,0
ISRG,2023-07-18,0
COIN,2023-07-18,1
DDOG,2023-07-18,1
PYPL,2023-07-18,0
TSLA,2023-07-18,0
NOW,2023-07-18,1
FSLR,2023-07-18,0
NFLX,2023-07-18,1
WFC,2023-07-18,1
SNOW,2023-07-18,0
NVDA,2023-07-18,0
MU,2023-07-18,1
AAPL,2023-07-18,1
AMZN,2023-07-18,1
GOOGL,2023-07-18,0
INTC,2023-07-18,0
ABNB,2023-07-18,0
AVGO,2023-07-18,0
HOOD,2023-07-18,1
MDB,2023-07-18,1
WMT,2023-07-18,1
GS,2023-07-18,1
PLTR,2023-07-18,0
AMAT,2023-07-18,0
RIVN,2023-07-18,1
V,2023-07-18,1
ENPH,2023-07-18,1
AMD,2023-07-18,0
RIVN,2023-07-19,1
UNH,2023-07-19,1
WMT,2023-07-19,1
PYPL,2023-07-19,0
V,2023-07-19,0
INTC,2023-07-19,0
FSLR,2023-07-19,0
ISRG,2023-07-19,0
AVGO,2023-07-19,0
NFLX,2023-07-19,0
HOOD,2023-07-19,0
BAC,2023-07-19,1
EBAY,2023-07-19,0
COIN,2023-07-19,0
BLK,2023-07-19,1
GS,2023-07-19,1
PLTR,2023-07-19,0
MS,2023-07-19,1
GOOGL,2023-07-19,0
DXCM,2023-07-19,0
NOW,2023-07-19,0
CRM,2023-07-19,0
SHOP,2023-07-19,0
QCOM,2023-07-19,0
MDB,2023-07-19,0
TSLA,2023-07-19,0
MA,2023-07-19,0
AMAT,2023-07-19,0
AAPL,2023-07-19,0
ABNB,2023-07-19,0
SNOW,2023-07-19,0
WFC,2023-07-19,1
META,2023-07-19,0
TGT,2023-07-19,1
COST,2023-07-19,1
JPM,2023-07-19,1
DDOG,2023-07-19,0
NVDA,2023-07-19,0
NET,2023-07-19,0
MU,2023-07-19,0
AMZN,2023-07-19,0
MSFT,2023-07-19,0
ENPH,2023-07-19,0
AMD,2023-07-19,0
GOOGL,2023-07-20,1
SHOP,2023-07-20,1
MA,2023-07-20,0
FSLR,2023-07-20,0
BLK,2023-07-20,1
MSFT,2023-07-20,0
PLTR,2023-07-20,0
NFLX,2023-07-20,0
ISRG,2023-07-20,0
BAC,2023-07-20,1
CRM,2023-07-20,0
HOOD,2023-07-20,0
AAPL,2023-07-20,0
UNH,2023-07-20,1
COST,2023-07-20,1
NVDA,2023-07-20,0
WMT,2023-07-20,1
AMAT,2023-07-20,1
TSLA,2023-07-20,0
DXCM,2023-07-20,0
AMD,2023-07-20,1
AVGO,2023-07-20,1
AMZN,2023-07-20,1
PYPL,2023-07-20,0
WFC,2023-07-20,0
NOW,2023-07-20,1
SNOW,2023-07-20,0
GS,2023-07-20,1
RIVN,2023-07-20,0
JPM,2023-07-20,0
META,2023-07-20,0
INTC,2023-07-20,1
DDOG,2023-07-20,0
NET,2023-07-20,0
MDB,2023-07-20,0
ENPH,2023-07-20,1
ABNB,2023-07-20,1
MS,2023-07-20,1
MU,2023-07-20,1
QCOM,2023-07-20,1
V,2023-07-20,0
EBAY,2023-07-20,0
TGT,2023-07-20,0
COIN,2023-07-20,0
TGT,2023-07-21,1
SNOW,2023-07-21,0
MDB,2023-07-21,1
RIVN,2023-07-21,1
AMAT,2023-07-21,1
QCOM,2023-07-21,0
AMD,2023-07-21,0
UNH,2023-07-21,1
AMZN,2023-07-21,0
HOOD,2023-07-21,0
INTC,2023-07-21,0
NVDA,2023-07-21,1
ABNB,2023-07-21,0
MU,2023-07-21,0
V,2023-07-21,1
EBAY,2023-07-21,1
NFLX,2023-07-21,1
GOOGL,2023-07-21,1
MA,2023-07-21,1
WMT,2023-07-21,1
META,2023-07-21,0
FSLR,2023-07-21,0
PLTR,2023-07-21,0
JPM,2023-07-21,1
AVGO,2023-07-21,1
GS,2023-07-21,1
PYPL,2023-07-21,1
ENPH,2023-07-21,1
MSFT,2023-07-21,1
NET,2023-07-21,0
TSLA,2023-07-21,1
COIN,2023-07-21,0
WFC,2023-07-21,1
NOW,2023-07-21,0
DXCM,2023-07-21,0
DDOG,2023-07-21,1
CRM,2023-07-21,0
COST,2023-07-21,1
BLK,2023-07-21,1
AAPL,2023-07-21,1
BAC,2023-07-21,1
MS,2023-07-21,1
SHOP,2023-07-21,1
ISRG,2023-07-21,0
MS,2023-07-24,0
CRM,2023-07-24,1
AMZN,2023-07-24,1
HOOD,2023-07-24,0
AMD,2023-07-24,1
BAC,2023-07-24,0
TSLA,2023-07-24,0
GS,2023-07-24,0
DDOG,2023-07-24,1
DXCM,2023-07-24,1
AVGO,2023-07-24,1
PYPL,2023-07-24,0
FSLR,2023-07-24,1
ABNB,2023-07-24,1
PLTR,2023-07-24,1
SHOP,2023-07-24,0
NET,2023-07-24,1
NVDA,2023-07-24,1
MA,2023-07-24,0
GOOGL,2023-07-24,1
META,2023-07-24,1
NFLX,2023-07-24,0
EBAY,2023-07-24,0
BLK,2023-07-24,0
V,2023-07-24,0
COIN,2023-07-24,0
INTC,2023-07-24,1
JPM,2023-07-24,0
QCOM,2023-07-24,1
WFC,2023-07-24,0
AAPL,2023-07-24,1
MSFT,2023-07-24,1
MU,2023-07-24,1
NOW,2023-07-24,1
TGT,2023-07-24,0
COST,2023-07-24,1
ENPH,2023-07-24,1
AMAT,2023-07-24,1
SNOW,2023-07-24,1
MDB,2023-07-24,1
WMT,2023-07-24,0
UNH,2023-07-24,1
ISRG,2023-07-24,1
RIVN,2023-07-24,0
AMAT,2023-07-25,0
EBAY,2023-07-25,1
COIN,2023-07-25,1
NFLX,2023-07-25,0
COST,2023-07-25,1
MA,2023-07-25,1
BLK,2023-07-25,0
INTC,2023-07-25,1
ENPH,2023-07-25,0
V,2023-07-25,0
META,2023-07-25,1
ABNB,2023-07-25,1
GOOGL,2023-07-25,1
TGT,2023-07-25,1
DXCM,2023-07-25,1
NVDA,2023-07-25,0
MDB,2023-07-25,0
AMD,2023-07-25,0
UNH,2023-07-25,0
MS,2023-07-25,0
NET,2023-07-25,0
MU,2023-07-25,1
MSFT,2023-07-25,0
CRM,2023-07-25,0
RIVN,2023-07-25,1
WMT,2023-07-25,1
AMZN,2023-07-25,0
BAC,2023-07-25,1
JPM,2023-07-25,1
HOOD,2023-07-25,1
AAPL,2023-07-25,1
GS,2023-07-25,1
QCOM,2023-07-25,0
WFC,2023-07-25,1
TSLA,2023-07-25,0
SNOW,2023-07-25,0
AVGO,2023-07-25,0
DDOG,2023-07-25,0
PYPL,2023-07-25,1
SHOP,2023-07-25,0
FSLR,2023-07-25,0
NOW,2023-07-25,0
PLTR,2023-07-25,0
ISRG,2023-07-25,0
MSFT,2023-07-26,0
PLTR,2023-07-26,0
RIVN,2023-07-26,0
MA,2023-07-26,0
META,2023-07-26,1
JPM,2023-07-26,0
MU,2023-07-26,1
BAC,2023-07-26,0
UNH,2023-07-26,0
AMZN,2023-07-26,1
AMD,2023-07-26,1
AMAT,2023-07-26,1
TGT,2023-07-26,1
MDB,2023-07-26,0
TSLA,2023-07-26,0
ENPH,2023-07-26,0
COST,2023-07-26,0
NOW,2023-07-26,0
CRM,2023-07-26,0
ISRG,2023-07-26,0
AAPL,2023-07-26,0
DDOG,2023-07-26,0
SHOP,2023-07-26,0
COIN,2023-07-26,0
BLK,2023-07-26,0
MS,2023-07-26,0
NVDA,2023-07-26,1
WFC,2023-07-26,0
SNOW,2023-07-26,0
WMT,2023-07-26,0
GOOGL,2023-07-26,1
EBAY,2023-07-26,0
V,2023-07-26,0
QCOM,2023-07-26,1
NET,2023-07-26,0
NFLX,2023-07-26,0
FSLR,2023-07-26,1
AVGO,2023-07-26,1
GS,2023-07-26,0
HOOD,2023-07-26,0
DXCM,2023-07-26,0
INTC,2023-07-26,1
PYPL,2023-07-26,0
ABNB,2023-07-26,0
PLTR,2023-07-27,1
GOOGL,2023-07-27,1
V,2023-07-27,1
ISRG,2023-07-27,1
QCOM,2023-07-27,1
COIN,2023-07-27,1
PYPL,2023-07-27,1
BLK,2023-07-27,1
MA,2023-07-27,0
ABNB,2023-07-27,1
AAPL,2023-07-27,1
SNOW,2023-07-27,1
NET,2023-07-27,1
EBAY,2023-07-27,1
SHOP,2023-07-27,1
MSFT,2023-07-27,1
AMZN,2023-07-27,1
CRM,2023-07-27,1
DXCM,2023-07-27,1
AVGO,2023-07-27,1
DDOG,2023-07-27,1
NOW,2023-07-27,1
GS,2023-07-27,0
INTC,2023-07-27,1
MDB,2023-07-27,1
ENPH,2023-07-27,0
TGT,2023-07-27,1
MS,2023-07-27,0
COST,2023-07-27,1
WFC,2023-07-27,1
TSLA,2023-07-27,1
UNH,2023-07-27,0
NVDA,2023-07-27,1
BAC,2023-07-27,0
MU,2023-07-27,1
AMD,2023-07-27,1
RIVN,2023-07-27,1
FSLR,2023-07-27,1
HOOD,2023-07-27,1
NFLX,2023-07-27,1
JPM,2023-07-27,1
WMT,2023-07-27,1
META,2023-07-27,1
AMAT,2023-07-27,1
EBAY,2023-07-28,0
WFC,2023-07-28,1
MU,2023-07-28,1
INTC,2023-07-28,0
AMD,2023-07-28,1
QCOM,2023-07-28,1
PYPL,2023-07-28,1
PLTR,2023-07-28,1
V,2023-07-28,1
META,2023-07-28,0
RIVN,2023-07-28,1
AVGO,2023-07-28,0
NET,2023-07-28,1
JPM,2023-07-28,1
AMZN,2023-07-28,1
GS,2023-07-28,1
ABNB,2023-07-28,0
MSFT,2023-07-28,0
TGT,2023-07-28,1
UNH,2023-07-28,1
NVDA,2023-07-28,0
GOOGL,2023-07-28,1
BAC,2023-07-28,1
NFLX,2023-07-28,1
FSLR,2023-07-28,0
HOOD,2023-07-28,1
WMT,2023-07-28,0
AMAT,2023-07-28,0
TSLA,2023-07-28,1
CRM,2023-07-28,0
ISRG,2023-07-28,0
SNOW,2023-07-28,1
COST,2023-07-28,0
MS,2023-07-28,0
ENPH,2023-07-28,0
SHOP,2023-07-28,1
COIN,2023-07-28,1
MDB,2023-07-28,1
BLK,2023-07-28,1
DXCM,2023-07-28,0
AAPL,2023-07-28,1
DDOG,2023-07-28,1
MA,2023-07-28,1
NOW,2023-07-28,1
PLTR,2023-07-31,1
NET,2023-07-31,0
AMZN,2023-07-31,0
SHOP,2023-07-31,0
AAPL,2023-07-31,0
BAC,2023-07-31,0
MDB,2023-07-31,1
MU,2023-07-31,0
ENPH,2023-07-31,0
DXCM,2023-07-31,0
WMT,2023-07-31,0
BLK,2023-07-31,0
MA,2023-07-31,1
MSFT,2023-07-31,1
UNH,2023-07-31,0
NVDA,2023-07-31,0
INTC,2023-07-31,1
GOOGL,2023-07-31,0
COST,2023-07-31,0
EBAY,2023-07-31,0
CRM,2023-07-31,0
GS,2023-07-31,1
FSLR,2023-07-31,0
TSLA,2023-07-31,0
AMAT,2023-07-31,1
HOOD,2023-07-31,1
AVGO,2023-07-31,1
NFLX,2023-07-31,0
ISRG,2023-07-31,0
ABNB,2023-07-31,0
DDOG,2023-07-31,0
V,2023-07-31,1
MS,2023-07-31,0
PYPL,2023-07-31,0
JPM,2023-07-31,0
META,2023-07-31,1
RIVN,2023-07-31,0
NOW,2023-07-31,1
SNOW,2023-07-31,0
WFC,2023-07-31,0
QCOM,2023-07-31,0
COIN,2023-07-31,0
AMD,2023-07-31,1
TGT,2023-07-31,0
MDB,2023-08-01,0
TSLA,2023-08-01,0
AMAT,2023-08-01,0
TGT,2023-08-01,1
SNOW,2023-08-01,0
NOW,2023-08-01,0
MS,2023-08-01,0
GS,2023-08-01,0
COST,2023-08-01,0
AAPL,2023-08-01,0
DDOG,2023-08-01,0
INTC,2023-08-01,0
BLK,2023-08-01,0
DXCM,2023-08-01,1
WFC,2023-08-01,0
CRM,2023-08-01,0
AVGO,2023-08-01,0
MSFT,2023-08-01,0
WMT,2023-08-01,1
RIVN,2023-08-01,0
PLTR,2023-08-01,0
PYPL,2023-08-01,0
JPM,2023-08-01,0
V,2023-08-01,0
META,2023-08-01,0
QCOM,2023-08-01,0
COIN,2023-08-01,0
AMD,2023-08-01,0
ISRG,2023-08-01,0
GOOGL,2023-08-01,0
MU,2023-08-01,0
MA,2023-08-01,0
NET,2023-08-01,0
AMZN,2023-08-01,0
NVDA,2023-08-01,0
ABNB,2023-08-01,0
HOOD,2023-08-01,0
BAC,2023-08-01,0
SHOP,2023-08-01,0
NFLX,2023-08-01,0
EBAY,2023-08-01,1
UNH,2023-08-01,1
FSLR,2023-08-01,0
ENPH,2023-08-01,0
MU,2023-08-02,1
AVGO,2023-08-02,0
SNOW,2023-08-02,0
JPM,2023-08-02,1
META,2023-08-02,0
EBAY,2023-08-02,0
ABNB,2023-08-02,0
AMD,2023-08-02,1
WFC,2023-08-02,1
GS,2023-08-02,1
INTC,2023-08-02,1
AMZN,2023-08-02,1
NET,2023-08-02,1
WMT,2023-08-02,1
ENPH,2023-08-02,0
COIN,2023-08-02,1
QCOM,2023-08-02,0
MA,2023-08-02,1
UNH,2023-08-02,1
NVDA,2023-08-02,1
BAC,2023-08-02,1
NFLX,2023-08-02,1
TGT,2023-08-02,0
FSLR,2023-08-02,1
V,2023-08-02,1
SHOP,2023-08-02,0
HOOD,2023-08-02,0
GOOGL,2023-08-02,1
AMAT,2023-08-02,1
ISRG,2023-08-02,0
CRM,2023-08-02,0
AAPL,2023-08-02,0
COST,2023-08-02,1
PYPL,2023-08-02,0
MDB,2023-08-02,1
BLK,2023-08-02,0
RIVN,2023-08-02,1
DXCM,2023-08-02,0
TSLA,2023-08-02,1
MS,2023-08-02,0
PLTR,2023-08-02,0
DDOG,2023-08-02,1
NOW,2023-08-02,0
MSFT,2023-08-02,0
ISRG,2023-08-03,0
V,2023-08-03,1
PLTR,2023-08-03,0
NFLX,2023-08-03,1
NET,2023-08-03,1
ABNB,2023-08-03,0
AVGO,2023-08-03,0
SHOP,2023-08-03,0
WMT,2023-08-03,0
BLK,2023-08-03,1
WFC,2023-08-03,0
DDOG,2023-08-03,1
ENPH,2023-08-03,0
MA,2023-08-03,0
COST,2023-08-03,0
RIVN,2023-08-03,0
TSLA,2023-08-03,0
MU,2023-08-03,1
CRM,2023-08-03,0
FSLR,2023-08-03,0
BAC,2023-08-03,0
AAPL,2023-08-03,0
DXCM,2023-08-03,0
MS,2023-08-03,0
NVDA,2023-08-03,1
MDB,2023-08-03,0
AMZN,2023-08-03,1
UNH,2023-08-03,0
NOW,2023-08-03,0
AMAT,2023-08-03,0
GOOGL,2023-08-03,0
SNOW,2023-08-03,1
TGT,2023-08-03,0
COIN,2023-08-03,0
MSFT,2023-08-03,1
JPM,2023-08-03,0
META,2023-08-03,0
PYPL,2023-08-03,0
AMD,2023-08-03,1
EBAY,2023-08-03,0
HOOD,2023-08-03,0
GS,2023-08-03,1
QCOM,2023-08-03,1
INTC,2023-08-03,1
V,2023-08-04,1
QCOM,2023-08-04,0
COIN,2023-08-04,0
PYPL,2023-08-04,1
UNH,2023-08-04,1
PLTR,2023-08-04,0
MA,2023-08-04,1
FSLR,2023-08-04,1
GOOGL,2023-08-04,1
NFLX,2023-08-04,1
ISRG,2023-08-04,0
NVDA,2023-08-04,1
BLK,2023-08-04,1
AMAT,2023-08-04,1
JPM,2023-08-04,1
META,2023-08-04,1
RIVN,2023-08-04,0
AMD,2023-08-04,1
ABNB,2023-08-04,1
AVGO,2023-08-04,1
EBAY,2023-08-04,1
GS,2023-08-04,1
WFC,2023-08-04,1
INTC,2023-08-04,1
SNOW,2023-08-04,0
TGT,2023-08-04,0
ENPH,2023-08-04,0
NOW,2023-08-04,1
WMT,2023-08-04,1
MS,2023-08-04,1
DDOG,2023-08-04,0
DXCM,2023-08-04,1
COST,2023-08-04,1
CRM,2023-08-04,1
TSLA,2023-08-04,0
HOOD,2023-08-04,1
MSFT,2023-08-04,1
MU,2023-08-04,0
AMZN,2023-08-04,1
SHOP,2023-08-04,0
MDB,2023-08-04,0
AAPL,2023-08-04,0
NET,2023-08-04,0
BAC,2023-08-04,1
WFC,2023-08-07,0
INTC,2023-08-07,0
HOOD,2023-08-07,0
AMAT,2023-08-07,0
ISRG,2023-08-07,0
TSLA,2023-08-07,0
MA,2023-08-07,0
TGT,2023-08-07,0
RIVN,2023-08-07,1
SNOW,2023-08-07,0
AMD,2023-08-07,0
COIN,2023-08-07,1
CRM,2023-08-07,0
AAPL,2023-08-07,1
FSLR,2023-08-07,1
ABNB,2023-08-07,0
NET,2023-08-07,0
GS,2023-08-07,0
GOOGL,2023-08-07,0
NVDA,2023-08-07,0
EBAY,2023-08-07,0
AVGO,2023-08-07,0
UNH,2023-08-07,0
NFLX,2023-08-07,0
COST,2023-08-07,0
SHOP,2023-08-07,0
BAC,2023-08-07,0
PYPL,2023-08-07,0
DXCM,2023-08-07,0
PLTR,2023-08-07,0
DDOG,2023-08-07,0
AMZN,2023-08-07,0
JPM,2023-08-07,0
MU,2023-08-07,0
NOW,2023-08-07,0
MDB,2023-08-07,0
WMT,2023-08-07,1
MSFT,2023-08-07,0
MS,2023-08-07,0
QCOM,2023-08-07,0
ENPH,2023-08-07,1
META,2023-08-07,0
V,2023-08-07,0
BLK,2023-08-07,0
GOOGL,2023-08-08,0
EBAY,2023-08-08,1
FSLR,2023-08-08,1
NVDA,2023-08-08,0
MS,2023-08-08,0
NET,2023-08-08,0
UNH,2023-08-08,0
DDOG,2023-08-08,0
CRM,2023-08-08,0
DXCM,2023-08-08,1
MDB,2023-08-08,0
AAPL,2023-08-08,0
COST,2023-08-08,1
NFLX,2023-08-08,0
WFC,2023-08-08,0
AMZN,2023-08-08,0
INTC,2023-08-08,0
NOW,2023-08-08,0
HOOD,2023-08-08,0
SNOW,2023-08-08,0
AMAT,2023-08-08,0
BLK,2023-08-08,0
ENPH,2023-08-08,1
TGT,2023-08-08,0
WMT,2023-08-08,1
TSLA,2023-08-08,0
MU,2023-08-08,0
GS,2023-08-08,0
ISRG,2023-08-08,1
AMD,2023-08-08,0
AVGO,2023-08-08,0
COIN,2023-08-08,0
PLTR,2023-08-08,0
RIVN,2023-08-08,0
META,2023-08-08,0
V,2023-08-08,1
ABNB,2023-08-08,0
SHOP,2023-08-08,0
JPM,2023-08-08,0
QCOM,2023-08-08,0
MA,2023-08-08,1
MSFT,2023-08-08,0
BAC,2023-08-08,0
PYPL,2023-08-08,0
DXCM,2023-08-09,1
INTC,2023-08-09,1
MS,2023-08-09,1
META,2023-08-09,1
AMAT,2023-08-09,0
RIVN,2023-08-09,0
MSFT,2023-08-09,1
PLTR,2023-08-09,1
TSLA,2023-08-09,1
BAC,2023-08-09,1
TGT,2023-08-09,1
DDOG,2023-08-09,1
CRM,2023-08-09,1
V,2023-08-09,1
PYPL,2023-08-09,1
COST,2023-08-09,1
AMZN,2023-08-09,1
HOOD,2023-08-09,0
WMT,2023-08-09,0
ENPH,2023-08-09,0
BLK,2023-08-09,1
QCOM,2023-08-09,0
NOW,2023-08-09,1
MU,2023-08-09,0
MDB,2023-08-09,0
JPM,2023-08-09,0
AAPL,2023-08-09,0
SNOW,2023-08-09,1
SHOP,2023-08-09,1
ABNB,2023-08-09,0
EBAY,2023-08-09,0
GS,2023-08-09,0
AMD,2023-08-09,0
NFLX,2023-08-09,1
FSLR,2023-08-09,1
WFC,2023-08-09,0
NVDA,2023-08-09,0
AVGO,2023-08-09,0
ISRG,2023-08-09,1
MA,2023-08-09,1
NET,2023-08-09,0
UNH,2023-08-09,1
GOOGL,2023-08-09,1
COIN,2023-08-09,0
NVDA,2023-08-10,0
BLK,2023-08-10,0
MU,2023-08-10,0
QCOM,2023-08-10,0
CRM,2023-08-10,1
ENPH,2023-08-10,0
NOW,2023-08-10,1
AAPL,2023-08-10,1
DXCM,2023-08-10,0
EBAY,2023-08-10,1
MDB,2023-08-10,0
PYPL,2023-08-10,0
WMT,2023-08-10,1
NET,2023-08-10,1
GOOGL,2023-08-10,0
DDOG,2023-08-10,0
AVGO,2023-08-10,0
MA,2023-08-10,0
MSFT,2023-08-10,0
ABNB,2023-08-10,0
JPM,2023-08-10,1
BAC,2023-08-10,1
PLTR,2023-08-10,0
META,2023-08-10,0
ISRG,2023-08-10,0
HOOD,2023-08-10,0
INTC,2023-08-10,1
GS,2023-08-10,1
AMAT,2023-08-10,0
NFLX,2023-08-10,0
RIVN,2023-08-10,0
SNOW,2023-08-10,0
MS,2023-08-10,1
SHOP,2023-08-10,0
TSLA,2023-08-10,0
AMZN,2023-08-10,0
UNH,2023-08-10,1
COIN,2023-08-10,0
COST,2023-08-10,1
WFC,2023-08-10,1
FSLR,2023-08-10,0
TGT,2023-08-10,1
V,2023-08-10,0
AMD,2023-08-10,0
META,2023-08-11,1
EBAY,2023-08-11,0
WFC,2023-08-11,1
WMT,2023-08-11,0
JPM,2023-08-11,1
TGT,2023-08-11,0
INTC,2023-08-11,1
AMZN,2023-08-11,1
SNOW,2023-08-11,0
RIVN,2023-08-11,0
MU,2023-08-11,1
AVGO,2023-08-11,1
NOW,2023-08-11,1
ENPH,2023-08-11,1
ABNB,2023-08-11,0
AMD,2023-08-11,1
GS,2023-08-11,0
